cd_ibge,estrato,classf,id_familia,id_pessoa,cod_sexo_pessoa,idade,cod_parentesco_rf_pessoa,cod_raca_cor_pessoa,cod_local_nascimento_pessoa,cod_certidao_registrada_pessoa,cod_deficiencia_memb,cod_sabe_ler_escrever_memb,ind_frequenta_escola_memb,cod_escola_local_memb,cod_curso_frequenta_memb,cod_ano_serie_frequenta_memb,cod_curso_frequentou_pessoa_memb,cod_ano_serie_frequentou_memb,cod_concluiu_frequentou_memb,cod_trabalhou_memb,cod_afastado_trab_memb,cod_agricultura_trab_memb,cod_principal_trab_memb,val_remuner_emprego_memb,cod_trabalho_12_meses_memb,qtd_meses_12_meses_memb,val_renda_bruta_12_meses_memb,val_renda_doacao_memb,val_renda_aposent_memb,val_renda_seguro_desemp_memb,val_renda_pensao_alimen_memb,val_outras_rendas_memb,peso.fam,peso.pes
3162500,2,3,2332872,6792611,2,37,8,1,1,1,2,1,3,,,,13,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333078,6798007,1,43,2,2,1,2,2,1,3,,,,4,4,1,1,,2,4,1500,1,12,18000,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334020,6802207,2,4,3,1,1,1,2,1,1,1,5,1,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334159,6804916,1,4,3,4,1,1,2,2,1,1,3,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1540369,6813266,2,27,1,1,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333483,6819802,2,28,1,1,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1488386,6822142,1,16,3,1,1,1,2,1,3,,,,6,9,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332732,6822870,1,10,10,4,1,1,1,1,1,1,5,6,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333938,6823620,1,11,3,1,1,1,2,2,1,1,5,7,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334296,6823717,2,24,1,4,2,2,2,1,3,,,,5,5,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334199,6824466,2,0,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333788,6826392,2,22,1,1,2,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333038,6828027,2,19,1,4,1,1,2,1,3,,,,8,1,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333392,6828515,1,6,3,4,1,1,2,1,1,1,5,1,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333002,6832080,2,4,3,2,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333219,6834342,2,3,3,1,1,1,2,1,1,1,2,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1491465,6835236,2,42,1,1,2,2,2,1,3,,,,8,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1512286,6840048,2,17,3,1,1,1,2,1,1,1,7,1,,,,2,2,,,0,2,,,0,0,0,200,0,550130664359233,563253885846914
3162500,2,3,2333333,6844107,2,21,1,4,1,1,2,1,1,2,11,,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1393229,6844795,1,32,1,4,1,2,2,1,3,,,,8,2,2,1,,2,4,912,1,12,10944,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334108,6844839,2,1,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1541373,6844989,1,3,3,1,1,1,2,1,1,1,2,,,,,,,,,,,,,,0,,500,,550130664359233,563253885846914
3162500,2,3,2333163,6846956,2,59,1,1,2,1,2,1,3,,,,5,7,2,1,,2,1,150,1,9,5720,0,0,0,0,150,550130664359233,563253885846914
3162500,2,3,1344330,6851089,2,9,5,4,1,2,2,1,1,1,5,5,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1531841,6853376,2,64,1,1,1,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1369908,6853383,1,17,8,4,2,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333105,6856287,1,14,3,1,1,1,2,1,1,1,5,9,,,,2,2,,,0,2,,,0,0,0,75,0,550130664359233,563253885846914
3162500,2,3,1430534,6859479,1,8,5,4,1,1,2,2,1,1,5,5,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333362,6860850,2,7,3,4,1,1,2,1,1,1,5,3,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1500490,6861952,1,7,3,1,1,1,2,1,1,1,4,4,,,,,,,,,,,,,0,,300,,550130664359233,563253885846914
3162500,2,3,1442164,6866499,2,18,3,4,1,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1501848,6868167,1,7,3,1,1,1,2,1,1,1,5,4,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1519369,6869922,2,9,5,4,1,1,2,1,1,1,5,5,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333902,6872762,1,12,3,4,2,1,2,1,1,1,5,7,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334007,6874015,2,36,1,4,1,2,2,1,3,,,,8,3,1,1,,2,1,120,1,12,1440,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1334828,6875334,2,4,3,2,2,1,2,1,1,1,2,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333005,6882128,1,35,1,1,,1,2,1,3,,,,8,3,1,1,,2,1,1000,1,10,10000,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333776,6882478,2,25,1,4,1,2,2,1,3,,,,8,2,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333885,6883439,2,34,1,4,1,1,2,1,3,,,,8,1,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334046,6883448,2,14,3,4,1,1,2,1,1,1,7,1,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1345178,6885191,1,3,3,1,1,1,2,1,1,1,3,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334042,6886208,2,17,3,1,1,1,2,1,3,,,,8,2,2,2,2,,,0,1,8,4142,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333747,6887253,2,35,1,4,2,2,2,1,3,,,,8,2,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333099,6887665,1,17,1,4,2,2,2,1,1,1,13,,,,,2,2,,,0,2,,,0,0,0,0,650,550130664359233,563253885846914
3162500,2,3,2333393,6888486,1,44,2,2,1,2,2,1,3,,,,4,4,1,1,,1,4,1100,1,12,13200,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1497885,6890037,2,66,1,2,1,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,400,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1480765,6890718,1,48,1,1,1,1,1,1,3,,,,8,4,1,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,1485623,6895508,1,16,5,4,1,1,2,1,1,1,7,2,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332945,6895542,1,69,1,4,1,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,937,0,0,0,550130664359233,563253885846914
3162500,2,3,2332701,6902831,1,49,1,1,2,1,1,1,3,,,,4,3,2,2,2,,,0,1,3,2640,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333149,6903084,2,12,3,2,2,1,2,1,1,1,5,7,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334175,6904513,2,61,1,4,2,1,2,1,3,,,,4,1,2,1,,2,3,788,1,5,3940,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1366602,6905830,1,12,3,4,1,1,2,1,1,1,5,7,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334383,6906096,2,52,1,1,1,1,2,1,3,,,,8,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1511212,6907826,1,7,3,1,2,1,2,1,1,1,5,2,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333762,6907878,2,64,1,4,1,1,2,1,3,,,,4,1,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333529,6909512,1,4,3,4,1,1,1,2,1,1,5,1,,,,,,,,,,,,,954,,0,,550130664359233,563253885846914
3162500,2,3,2334074,6911350,1,12,3,4,1,1,2,1,1,1,5,5,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334134,6913835,2,38,1,1,1,1,2,1,3,,,,4,3,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333110,6914101,1,45,2,1,2,1,2,1,3,,,,4,3,2,1,,2,1,450,1,12,5400,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333447,6915355,2,70,1,4,1,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,2332877,6916181,1,31,3,4,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334286,6918125,1,10,3,4,1,1,2,1,1,1,5,6,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333609,6922636,2,3,3,1,1,1,2,2,1,1,5,1,,,,,,,,,,,,,0,,250,,550130664359233,563253885846914
3162500,2,3,2333870,6927101,2,61,1,1,1,1,2,1,3,,,,4,3,2,1,,2,5,400,1,6,2400,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1375305,6928693,1,41,2,1,1,1,2,1,3,,,,5,6,2,1,,2,1,640,1,10,6400,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1454659,6932602,1,3,3,1,1,1,2,2,1,1,1,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333394,6934051,2,28,1,1,1,2,2,1,3,,,,8,2,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1426729,6935056,2,45,1,1,1,1,2,1,3,,,,4,4,1,1,,2,1,300,1,12,3600,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1536779,6936141,2,35,1,1,1,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,937,0,0,0,550130664359233,563253885846914
3162500,2,3,2333651,6936728,2,10,3,1,1,1,2,2,1,1,5,4,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1493600,6940420,2,65,1,1,1,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,880,0,0,0,550130664359233,563253885846914
3162500,2,3,2333137,6942791,2,20,1,1,2,2,2,1,1,1,13,,,,,2,2,,,0,2,,,568,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333384,6943777,1,31,2,4,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334295,6943874,2,38,1,1,1,2,2,1,3,,,,8,1,2,1,,2,4,937,1,11,10307,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332749,6948178,2,10,3,4,1,1,2,1,1,1,5,3,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2332812,6951169,2,53,1,4,2,1,2,1,3,,,,8,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1527678,6953593,2,14,3,4,1,1,2,1,2,1,5,8,,,,2,2,,,,,,,,0,,200,,550130664359233,563253885846914
3162500,2,3,2333712,6955048,2,19,1,2,2,2,2,1,1,1,13,,,,,1,,2,10,600,1,12,7200,400,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332873,6956307,1,49,8,4,,2,1,2,4,,,,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1542189,6960721,1,18,3,1,1,1,2,1,3,,,,6,8,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1448281,6963600,2,41,1,1,1,1,2,1,3,,,,5,5,2,1,,2,1,400,1,2,800,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334235,6964332,1,12,3,4,1,1,2,1,1,1,4,6,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333671,6968141,1,32,8,1,1,2,1,1,3,,,,5,6,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332959,6968854,1,44,2,1,1,1,2,1,3,,,,4,4,1,1,,2,1,430,1,12,5160,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1423475,6973527,2,58,1,4,2,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,880,0,0,0,550130664359233,563253885846914
3162500,2,3,2332857,6976691,2,26,1,1,1,2,2,1,3,,,,13,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333513,6976743,2,16,3,4,1,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334014,6980339,2,5,3,4,1,1,2,2,1,1,2,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333419,6996558,1,42,2,4,2,1,2,1,3,,,,5,8,1,1,,2,1,300,1,12,3600,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1532271,6999222,2,22,1,1,1,2,2,1,3,,,,8,1,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1401248,6999249,2,39,1,1,1,1,2,1,3,,,,5,7,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333857,7003735,2,44,1,4,1,2,2,1,3,,,,13,,,1,,2,8,1915,1,12,22980,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332958,7005520,1,0,3,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1433545,7006816,2,7,3,4,1,1,2,1,1,1,5,4,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333370,7008766,1,20,1,1,2,2,2,1,1,1,13,,,,,2,2,,,0,2,,,400,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334314,7009041,1,42,2,4,1,2,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,2334178,7009386,2,10,3,1,1,1,2,1,1,1,5,5,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1364676,7010677,1,12,3,1,1,1,1,1,1,1,5,7,,,,,,,,,,,,,954,,0,,550130664359233,563253885846914
3162500,2,3,1532774,7011240,2,2,3,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,160,,550130664359233,563253885846914
3162500,2,3,2332730,7014084,2,18,1,4,1,2,2,1,2,1,13,,,,,1,,2,4,1044,1,12,12528,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334222,7014479,2,0,3,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1404017,7015408,2,1,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,250,,550130664359233,563253885846914
3162500,2,3,2333725,7020670,2,8,3,1,1,1,2,1,1,1,5,4,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333687,7025969,1,1,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2332736,7026248,2,11,3,4,1,1,2,1,1,1,5,6,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2332650,7027854,1,16,3,4,1,1,2,1,3,,,,6,9,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333352,7028759,1,24,2,1,1,1,2,1,3,,,,5,8,1,1,,2,1,700,1,12,8400,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333671,7029900,1,83,6,1,1,2,1,1,3,,,,5,6,2,2,2,,,0,2,,,0,937,0,0,0,550130664359233,563253885846914
3162500,2,3,1523083,7033707,2,3,3,4,1,1,2,1,1,1,2,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1486278,7034166,1,47,2,4,1,2,2,1,3,,,,4,4,1,1,,2,2,800,1,4,3200,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334385,7034651,1,13,3,2,1,1,2,1,1,1,5,6,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334231,7036250,2,36,1,3,1,1,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334014,7038576,1,20,3,1,1,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1343630,7042526,2,14,5,1,1,1,2,1,1,1,5,9,,,,2,2,,,0,2,,,100,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334357,7047205,2,60,1,1,1,1,2,1,3,,,,5,5,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334071,7050444,1,3,3,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,200,,550130664359233,563253885846914
3162500,2,3,2333379,7051275,2,37,1,2,1,1,2,1,3,,,,8,2,2,1,,2,1,300,1,12,3600,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1468814,7055420,2,42,1,4,1,1,2,1,3,,,,4,4,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334057,7059814,2,62,1,4,1,1,2,2,4,,,,,,,2,2,,,0,2,,,0,880,0,0,0,550130664359233,563253885846914
3162500,2,3,1487766,7063346,2,6,3,1,1,1,2,2,1,1,5,2,,,,,,,,,,,,,0,,90,,550130664359233,563253885846914
3162500,2,3,2333059,7065675,1,35,2,1,1,2,2,1,3,,,,12,,,1,,2,1,937,1,7,6559,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1351829,7067926,1,62,10,4,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1466687,7070467,2,66,1,2,2,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,2334264,7076574,2,31,3,1,1,1,1,2,2,1,8,10,,,,2,2,,,0,2,,,0,880,0,0,0,550130664359233,563253885846914
3162500,2,3,1446632,7080004,1,42,2,1,2,1,2,1,3,,,,8,4,1,1,,2,1,724,1,12,8688,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333991,7080143,2,46,6,1,1,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1348242,7080498,1,7,3,1,1,1,2,1,1,1,5,4,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1450177,7081905,2,37,1,1,3,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333043,7083039,2,67,1,1,1,1,2,1,3,,,,5,5,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333528,7087185,1,59,1,4,1,2,2,1,3,,,,13,,,1,,2,8,937,1,4,5622,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1366602,7088098,1,10,3,4,1,1,2,1,1,1,5,5,,,,,,,,,,,,,0,,220,,550130664359233,563253885846914
3162500,2,3,2333896,7090753,2,35,1,1,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332921,7093183,2,63,1,1,2,1,2,1,3,,,,4,3,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332854,7094581,2,54,1,1,1,1,2,1,3,,,,4,2,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332853,7095193,1,37,1,4,1,2,2,1,3,,,,13,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333369,7095464,1,44,1,1,1,2,2,1,3,,,,8,3,1,1,,1,4,954,1,9,8586,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1346104,7096654,2,32,2,4,1,1,2,1,3,,,,8,3,1,1,,2,4,452,1,10,4520,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333306,7097485,1,16,3,1,1,1,2,2,1,1,7,1,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332779,7098248,1,0,3,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333233,7098333,1,18,3,1,1,1,2,1,1,1,5,9,,,,1,,2,11,362,1,5,1810,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333483,7099095,1,4,3,1,1,2,1,1,2,1,5,1,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333079,7099104,2,25,2,1,1,2,2,1,3,,,,8,3,1,2,2,,,0,1,4,3436,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1420902,7099818,2,6,3,4,1,1,2,2,1,1,5,2,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1350033,7101070,2,22,3,2,1,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332652,7103256,2,43,1,1,1,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334123,7105668,1,61,2,4,1,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1465701,7106368,1,32,2,1,1,1,2,1,3,,,,5,6,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1487471,7111455,2,1,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333616,7112582,2,53,10,4,1,2,2,1,3,,,,5,7,1,2,2,,,0,2,,,500,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332989,7116523,1,2,5,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1514961,7117478,2,35,1,1,1,1,2,1,3,,,,5,5,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1528112,7128774,1,11,3,4,1,1,2,1,1,1,5,4,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333050,7130146,1,15,3,2,1,1,2,1,1,1,7,1,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333073,7130332,2,47,6,4,1,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333078,7131033,2,39,1,1,2,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1468814,7135433,1,9,5,1,1,1,2,1,1,1,5,5,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1472804,7136013,2,29,1,4,1,2,2,1,3,,,,8,1,2,1,,2,1,300,1,6,1800,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333194,7136566,1,0,3,2,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1383956,7138999,1,11,5,4,1,1,2,1,1,1,5,6,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2332675,7139308,2,7,3,1,1,1,2,2,1,1,5,3,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333140,7141344,2,7,3,1,1,1,2,1,1,1,5,2,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2332950,7142652,2,26,3,1,1,2,2,1,3,,,,13,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332885,7144841,2,28,1,4,2,2,2,1,3,,,,8,4,1,1,,2,4,1017,1,12,10932,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1491465,7145096,1,9,3,1,1,1,2,1,1,1,5,5,,,,,,,,,,,,,0,,200,,550130664359233,563253885846914
3162500,2,3,1456866,7148794,1,2,3,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333445,7150427,1,62,2,1,1,2,2,1,3,,,,8,3,1,1,,2,1,954,1,12,11448,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333150,7151225,1,53,1,4,1,1,2,1,3,,,,4,3,2,1,,2,4,1576,1,6,9456,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1543433,7151291,2,29,1,4,1,2,2,1,3,,,,8,1,2,1,,2,1,80,1,12,960,80,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333065,7153212,2,81,1,1,2,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,1874,0,0,0,550130664359233,563253885846914
3162500,2,3,2333014,7154046,2,6,3,4,1,1,2,1,1,1,5,3,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333584,7155194,2,24,1,4,1,1,2,1,3,,,,8,1,2,2,1,,1,200,1,5,1000,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1522637,7169961,2,36,1,1,1,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1332160,7170705,2,1,10,4,1,2,2,1,1,1,1,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1328592,7177117,2,17,1,1,1,2,2,1,3,,,,5,8,1,2,2,,,0,2,,,150,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333339,7179380,2,63,1,1,1,1,1,1,4,,,,,,,2,2,,,0,2,,,0,778,0,0,0,550130664359233,563253885846914
3162500,2,3,2333700,7183394,2,0,5,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333239,7184361,2,39,1,4,1,1,2,1,3,,,,5,5,2,2,2,,,0,2,,,460,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333220,7187820,2,69,1,1,1,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,2333913,7188246,1,1,3,1,2,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1528112,7189139,1,16,3,4,1,1,2,1,1,1,5,8,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
