cd_ibge,estrato,classf,id_familia,id_pessoa,cod_sexo_pessoa,idade,cod_parentesco_rf_pessoa,cod_raca_cor_pessoa,cod_local_nascimento_pessoa,cod_certidao_registrada_pessoa,cod_deficiencia_memb,cod_sabe_ler_escrever_memb,ind_frequenta_escola_memb,cod_escola_local_memb,cod_curso_frequenta_memb,cod_ano_serie_frequenta_memb,cod_curso_frequentou_pessoa_memb,cod_ano_serie_frequentou_memb,cod_concluiu_frequentou_memb,cod_trabalhou_memb,cod_afastado_trab_memb,cod_agricultura_trab_memb,cod_principal_trab_memb,val_remuner_emprego_memb,cod_trabalho_12_meses_memb,qtd_meses_12_meses_memb,val_renda_bruta_12_meses_memb,val_renda_doacao_memb,val_renda_aposent_memb,val_renda_seguro_desemp_memb,val_renda_pensao_alimen_memb,val_outras_rendas_memb,peso.fam,peso.pes
3162500,2,3,2332823,363745,2,44,1,4,1,1,2,1,1,1,6,1,,,,2,2,,,0,2,,,0,0,0,0,1000,550130664359233,563253885846914
3162500,2,3,2333222,364390,1,83,1,1,1,1,2,2,4,,,,,,,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,1341699,365120,2,28,1,4,1,2,2,1,3,,,,8,3,1,1,,2,4,900,1,10,9000,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1493600,366589,1,71,2,1,1,1,2,1,3,,,,4,3,2,2,2,,,0,2,,,0,880,0,0,0,550130664359233,563253885846914
3162500,2,3,2333017,371260,1,87,6,1,1,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,937,0,0,0,550130664359233,563253885846914
3162500,2,3,2333775,372711,1,15,3,4,1,1,2,1,1,1,7,1,,,,2,2,,,0,2,,,0,0,0,140,0,550130664359233,563253885846914
3162500,2,3,2333368,375142,1,9,3,2,1,1,2,1,1,1,5,5,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333639,377013,1,30,3,4,1,2,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1338470,377482,2,53,1,1,2,1,2,1,3,,,,8,4,1,1,,2,1,400,1,12,4800,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333982,378284,1,31,2,4,1,1,2,1,3,,,,8,4,1,1,,2,1,600,1,12,8552,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332985,383590,1,48,1,4,1,1,2,1,3,,,,8,3,1,1,,1,1,1324,1,11,14492,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1467349,385241,2,12,3,4,1,1,2,1,1,1,5,9,,,,,,,,,,,,,0,,113,,550130664359233,563253885846914
3162500,2,3,2332717,389053,2,15,3,2,1,1,2,1,1,1,7,1,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1377379,393980,1,26,3,4,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1537037,396001,2,28,1,2,1,2,2,1,3,,,,8,3,1,1,,2,1,200,1,9,1800,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334256,399090,2,48,2,4,,2,2,1,3,,,,8,3,1,1,,2,4,990,1,4,3960,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334018,400094,2,48,1,2,2,2,1,2,4,,,,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1529429,402557,2,25,1,1,2,2,2,1,1,1,13,,,,,2,2,,,0,2,,,0,0,0,0,300,550130664359233,563253885846914
3162500,2,3,1357076,412991,1,27,2,4,1,1,2,1,3,,,,4,4,1,1,,2,1,600,1,2,1200,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1435195,414370,2,72,1,1,1,1,2,1,4,,,,,,,2,2,,,0,2,,,0,880,0,0,0,550130664359233,563253885846914
3162500,2,3,2332939,414443,2,15,3,4,1,1,2,1,1,1,5,9,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333989,416866,2,29,1,1,1,2,2,1,3,,,,8,3,1,1,,2,1,250,1,12,3000,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1520728,418486,1,0,3,2,2,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333638,420634,2,0,3,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334341,421779,2,34,1,4,1,1,2,1,3,,,,4,3,2,1,,2,1,450,1,12,5400,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333373,427513,2,0,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333567,427717,2,17,1,1,3,2,2,1,1,1,13,,,,,2,2,,,0,2,,,400,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333015,428219,1,21,1,4,1,2,2,1,1,1,13,,,,,1,,2,1,1000,1,12,12000,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333601,431751,2,54,1,1,1,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,1346332,435250,2,11,3,1,1,1,2,2,1,1,5,7,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333975,442921,1,9,5,1,1,2,2,1,1,1,5,5,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1369908,446283,2,49,6,1,1,2,2,1,3,,,,5,5,2,1,,2,3,1047,1,12,12564,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1490086,449863,1,4,3,1,1,1,2,1,1,1,5,1,,,,,,,,,,,,,0,,200,,550130664359233,563253885846914
3162500,2,3,2334285,450103,2,3,3,4,1,1,2,1,1,1,2,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1389726,453698,1,11,3,1,1,1,2,1,1,1,5,6,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333669,455003,2,79,6,1,2,2,1,1,3,,,,4,2,2,2,2,,,0,2,,,0,937,0,0,0,550130664359233,563253885846914
3162500,2,3,2332994,455701,1,1,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333000,458095,1,1,3,1,1,1,2,2,1,1,1,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333223,458546,2,15,3,4,1,1,2,1,1,1,7,1,,,,2,2,,,0,2,,,0,0,0,250,0,550130664359233,563253885846914
3162500,2,3,2333459,459933,2,33,1,1,2,1,2,1,3,,,,8,1,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333180,460373,2,73,1,1,2,2,2,1,3,,,,5,6,2,2,2,,,0,2,,,0,937,0,0,0,550130664359233,563253885846914
3162500,2,3,1491918,461118,2,72,1,2,1,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,724,0,0,0,550130664359233,563253885846914
3162500,2,3,1428650,462182,2,39,1,1,1,1,2,1,3,,,,8,4,1,1,,2,4,954,1,8,7632,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334121,466769,2,12,3,1,1,1,2,1,1,1,5,4,,,,,,,,,,,,,0,,300,,550130664359233,563253885846914
3162500,2,3,2334354,466898,1,7,3,2,2,1,2,1,1,1,5,3,,,,,,,,,,,,,0,,200,,550130664359233,563253885846914
3162500,2,3,2332930,469052,1,24,2,2,1,2,2,2,3,,,,6,6,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333212,470440,2,33,1,2,1,1,2,1,1,1,10,,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333967,472104,2,54,1,1,1,1,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332937,473562,1,70,1,2,1,2,2,2,4,,,,,,,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,2333061,473633,2,71,1,1,1,2,1,1,3,,,,4,2,2,2,2,,,0,2,,,0,937,0,0,0,550130664359233,563253885846914
3162500,2,3,2333636,475051,2,54,2,4,1,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334127,480019,1,48,2,1,1,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1509084,480644,2,62,1,1,1,2,1,1,3,,,,4,1,2,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,2332697,482664,2,16,3,2,1,1,2,1,1,1,7,2,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333610,484260,2,21,1,1,2,2,2,1,1,1,13,,,,,2,2,,,0,2,,,0,0,0,0,300,550130664359233,563253885846914
3162500,2,3,1357083,487196,2,27,1,4,1,1,2,1,3,,,,8,2,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332817,488516,2,8,3,1,1,1,2,2,2,1,5,4,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333098,490033,1,2,3,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,140,,550130664359233,563253885846914
3162500,2,3,1536391,493314,1,28,2,1,1,1,2,1,3,,,,7,3,2,1,,2,1,700,1,12,8400,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334093,494576,2,24,3,1,1,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333950,497317,1,14,3,1,1,1,2,1,1,2,5,9,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334218,502161,1,13,5,4,1,1,2,1,1,1,5,7,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1431500,505074,2,55,1,4,1,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1449606,505399,2,19,3,2,1,1,2,1,1,1,11,,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1445579,510809,1,7,3,1,1,1,2,1,1,1,5,2,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333520,512686,2,59,1,4,1,1,2,1,3,,,,4,4,2,2,2,,,0,2,,,0,980,0,0,0,550130664359233,563253885846914
3162500,2,3,2333247,515746,1,0,3,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334114,522676,2,55,1,1,2,1,2,1,3,,,,8,4,1,1,,2,4,937,1,12,11244,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1529938,527764,2,37,1,2,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333414,530204,2,34,1,2,1,1,2,1,3,,,,5,8,1,2,1,,3,880,1,4,3520,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334050,530260,1,20,3,1,1,1,2,1,3,,,,8,1,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333345,533080,2,61,1,1,2,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,2334323,533166,1,50,2,1,1,1,2,1,3,,,,8,3,1,1,,2,4,1110,1,12,13320,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332949,536539,2,65,1,4,1,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,788,0,0,0,550130664359233,563253885846914
3162500,2,3,1406516,537168,2,22,3,4,1,1,2,1,3,,,,8,1,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333845,537354,2,7,3,4,1,1,2,2,1,1,5,3,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1383149,539186,1,14,3,4,1,1,2,1,1,1,5,7,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333367,539217,2,0,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333336,539967,1,41,2,4,2,2,2,1,3,,,,5,8,1,1,,2,4,937,1,12,11244,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333268,544279,2,68,1,1,2,2,2,1,3,,,,4,1,2,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,1433380,547357,1,8,3,2,1,1,2,1,1,1,5,5,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333718,554552,2,20,8,1,1,1,2,1,3,,,,13,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333675,554653,1,40,8,1,1,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1352741,557552,1,31,1,1,2,2,2,1,3,,,,8,2,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332667,563125,2,12,3,1,1,1,2,1,1,1,4,8,,,,,,,,,,,,,0,,150,,550130664359233,563253885846914
3162500,2,3,2334340,565897,2,0,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333761,569844,1,0,5,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1510823,570392,1,46,2,2,1,1,2,1,3,,,,8,3,1,1,,2,1,500,1,12,6000,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332768,572127,1,2,3,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333218,573382,1,18,3,4,1,1,2,1,3,,,,8,1,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334250,578047,2,24,1,4,2,2,1,1,3,,,,5,8,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334103,579491,2,59,1,4,1,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,937,0,0,0,550130664359233,563253885846914
3162500,2,3,2332823,582976,2,18,3,1,1,1,2,1,1,1,7,2,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333226,583090,2,3,3,1,1,1,2,1,1,1,2,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1529621,585916,2,20,1,4,2,2,2,1,1,1,13,,,,,2,2,,,0,2,,,0,0,0,0,521,550130664359233,563253885846914
3162500,2,3,1329333,586237,2,15,3,4,2,1,1,1,3,,,,5,8,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333344,588066,2,55,1,4,1,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,880,0,0,0,550130664359233,563253885846914
3162500,2,3,2334052,590619,2,35,1,4,2,2,2,1,3,,,,5,5,2,1,,2,1,400,1,2,800,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333597,591300,1,38,2,1,1,1,2,1,3,,,,8,4,1,1,,2,1,200,1,12,2400,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1419622,593729,2,14,3,4,1,1,2,1,1,1,5,8,,,,2,2,,,0,2,,,0,0,0,100,0,550130664359233,563253885846914
3162500,2,3,2333115,599487,2,5,3,4,1,1,2,1,1,1,5,1,,,,,,,,,,,,,0,,230,,550130664359233,563253885846914
3162500,2,3,2333059,600669,2,15,4,4,1,2,2,1,1,1,7,2,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333752,605347,1,15,3,1,2,1,2,1,1,1,7,3,,,,2,2,,,0,2,,,0,0,0,200,0,550130664359233,563253885846914
3162500,2,3,1406516,613894,2,47,1,2,1,1,2,1,3,,,,4,4,1,1,,2,6,477,1,5,2385,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334319,615239,2,61,1,1,1,2,1,1,3,,,,4,1,2,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,1454233,616235,2,46,8,1,1,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1464138,618626,2,17,8,1,2,1,2,1,1,1,7,1,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332893,619702,1,25,2,1,1,2,2,1,3,,,,8,3,1,1,,2,1,520,1,12,6240,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1416035,621464,2,38,1,1,1,2,2,1,3,,,,8,3,1,1,,2,1,937,1,12,11244,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332792,622248,1,13,3,4,1,1,2,1,1,1,5,8,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1527764,623858,1,56,2,4,2,1,2,1,3,,,,5,7,2,1,,2,1,937,1,12,11244,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1495517,625096,2,10,3,4,1,1,2,1,1,1,5,7,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2332971,626927,1,72,2,1,1,1,2,1,3,,,,6,9,1,2,2,,,0,2,,,0,1026,0,0,0,550130664359233,563253885846914
3162500,2,3,2333243,627515,2,40,1,4,1,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1441067,630204,2,44,1,2,1,2,2,1,3,,,,4,4,1,1,,2,1,80,1,12,960,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334009,630330,2,14,3,2,1,1,2,1,1,1,5,7,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1366239,631234,1,67,2,1,1,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,1110,0,0,0,550130664359233,563253885846914
3162500,2,3,1396690,631841,2,12,3,1,2,1,2,1,1,1,5,6,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2332978,638182,2,26,1,4,2,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,133,550130664359233,563253885846914
3162500,2,3,1370392,638783,1,42,2,2,1,1,2,1,3,,,,5,6,2,1,,2,1,300,1,12,3600,25,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1350371,640558,2,0,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334363,642832,1,34,1,2,1,2,2,1,3,,,,4,2,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333311,645064,2,8,3,1,1,1,2,1,1,1,5,4,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334206,645478,2,42,6,4,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332765,646047,1,0,5,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2332850,646422,2,12,3,1,1,1,2,1,1,1,5,8,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333673,649696,2,27,1,1,2,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,240,0,550130664359233,563253885846914
3162500,2,3,2333660,649702,1,53,6,1,1,1,2,1,3,,,,4,4,1,2,1,,4,0,2,,,0,0,0,0,788,550130664359233,563253885846914
3162500,2,3,1491852,652989,2,36,1,1,1,2,2,1,3,,,,5,8,1,1,,2,1,500,1,12,6000,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334090,656867,2,22,1,2,1,1,2,1,3,,,,4,4,1,1,,2,1,200,1,12,2400,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334035,658290,1,22,3,4,2,2,2,2,3,,,,8,2,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333205,659426,2,0,3,2,1,1,2,2,4,,,,,,,,,,,,,,,,0,,280,,550130664359233,563253885846914
3162500,2,3,1389386,661934,1,29,1,1,2,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333203,663096,2,16,3,1,1,1,2,1,3,,,,5,8,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334365,669787,1,30,3,4,1,1,2,1,3,,,,5,5,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332787,670440,2,8,3,1,1,1,2,1,1,1,5,2,,,,,,,,,,,,,0,,100,,550130664359233,563253885846914
3162500,2,3,2333562,672128,2,42,1,1,1,1,2,1,3,,,,4,3,2,2,2,,,0,2,,,0,0,0,240,0,550130664359233,563253885846914
3162500,2,3,2333637,673204,1,49,2,1,1,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1440399,674985,1,41,1,4,1,2,1,1,3,,,,4,2,2,2,2,,,0,2,,,80,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1535673,677057,2,5,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2332794,680003,2,44,1,1,1,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334127,680377,2,43,1,4,1,1,2,1,3,,,,4,3,2,1,,2,1,1096,1,9,9864,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332974,682929,2,22,1,2,1,2,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1503471,684367,2,56,6,1,2,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1371362,685461,2,42,1,4,2,1,2,1,3,,,,5,5,2,1,,2,4,440,1,12,5280,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333994,686921,2,9,3,1,1,1,2,1,1,1,5,5,,,,,,,,,,,,,0,,280,,550130664359233,563253885846914
3162500,2,3,1464146,688158,1,6,3,1,1,1,2,2,1,1,4,2,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333340,688321,1,23,3,1,1,2,2,1,1,1,13,,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1538736,691075,2,53,1,2,1,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,200,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1449751,693976,1,16,3,4,2,1,2,1,1,1,5,8,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333755,694051,1,2,3,2,1,1,2,1,1,1,2,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333219,694464,1,9,3,4,1,1,2,1,1,1,5,6,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333955,698259,1,12,3,4,1,1,2,1,1,1,5,6,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333499,700577,2,33,1,4,1,1,2,1,3,,,,8,3,1,1,,2,1,150,1,12,1800,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333982,703481,1,6,3,1,1,1,2,1,1,1,5,2,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1513768,703738,1,66,2,1,2,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,1600,0,0,0,550130664359233,563253885846914
3162500,2,3,2332802,705743,2,14,5,4,1,1,2,1,1,1,7,1,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333821,706140,2,50,1,2,1,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,150,0,550130664359233,563253885846914
3162500,2,3,2334268,709093,1,0,5,4,1,1,1,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334311,710913,2,50,1,2,1,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,1070,0,0,0,550130664359233,563253885846914
3162500,2,3,2333440,711435,1,26,2,4,2,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333445,713408,1,63,1,1,1,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332688,713659,1,24,1,1,2,2,2,1,3,,,,5,8,1,1,,2,2,500,1,4,2000,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1342472,713964,2,46,1,1,1,1,2,1,3,,,,4,2,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333760,714152,2,2,3,4,2,1,2,2,4,,,,,,,,,,,,,,,,0,,200,,550130664359233,563253885846914
3162500,2,3,1391080,714905,1,16,3,1,1,1,2,1,1,1,7,1,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333423,717879,2,30,1,4,1,2,2,1,3,,,,8,3,1,1,,2,1,250,1,12,3000,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1541160,718603,2,33,1,1,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1421199,718990,1,14,3,1,1,1,2,1,1,1,5,8,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333566,719885,2,37,1,1,2,1,2,1,3,,,,8,4,1,1,,2,8,814,1,12,9768,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1371362,722088,2,9,3,1,1,1,2,1,1,1,5,3,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1488869,726108,1,33,10,1,2,1,2,1,3,,,,5,7,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1400106,726210,1,87,1,1,2,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,788,0,0,0,550130664359233,563253885846914
3162500,2,3,1470029,726640,2,52,1,1,1,2,2,1,3,,,,8,3,1,1,,2,8,1074,1,12,12888,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1437050,728499,1,57,1,4,1,1,2,1,3,,,,3,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1520964,731044,1,18,3,4,1,1,2,1,3,,,,6,9,1,2,2,,,0,1,4,1200,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333866,731240,1,58,1,1,1,1,2,1,3,,,,5,8,1,2,1,,1,0,2,,,1000,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1349181,732476,2,2,3,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334295,740844,2,9,3,1,1,1,2,2,1,1,5,4,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333438,743015,2,42,1,4,2,1,1,2,3,,,,4,4,1,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,1543218,743149,1,36,1,4,1,2,2,1,3,,,,8,3,1,1,,2,1,1100,1,7,7700,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332824,743824,2,9,3,1,1,1,2,1,1,1,5,3,,,,,,,,,,,,,230,,0,,550130664359233,563253885846914
